"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","plantedSeedlotStockDbId","plantedSeedlotStockUniquename","plantedSeedlotCurrentCount","plantedSeedlotCurrentWeightGram","plantedSeedlotBoxName","plantedSeedlotTransactionCount","plantedSeedlotTransactionWeight","plantedSeedlotTransactionDescription","availableGermplasmSeedlotUniquenames","Heading time - Julian date (JD)|CO_321:0001233","Plant height - cm|CO_321:0001301","notes"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292169","IL16LCSDH-11-T-2666-218","","plot","298065","DH2_Urb_21-plot707","7","7","707","7","13","test","","","","","","","","","","","139","86.36"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1323","DH2_Urb_21","DH Augmented Yield Trial 2 at Urbana, IL [2021]","Augmented","","","","","","2020-October-05","","26","Urbana, IL","292440","IL16LCSDH-11-T-2666-221","","plot","298021","DH2_Urb_21-plot708","7","7","708","8","13","test","","","","","","","","","","","137","91.44"," (Operator: jrutkoski, Time: )"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","84789","Kaskaskia","","plot","292882","DH_Neo_21-plot101","1","1","101","1","1","test","","","","","","","","","","","135","106.68",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292163","IL16LCSDH-01-T-863-1","","plot","292862","DH_Neo_21-plot102","1","1","102","2","1","test","","","","","","","","","","","134","106.68",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292125","IL16LCSDH-01-T-863-4","","plot","292863","DH_Neo_21-plot103","1","1","103","3","1","test","","","","","","","","","","","132","96.52",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292301","IL16LCSDH-01-T-863-5","","plot","292901","DH_Neo_21-plot104","1","1","104","4","1","test","","","","","","","","","","","129","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292118","IL16LCSDH-01-T-863-6","","plot","292977","DH_Neo_21-plot105","1","1","105","5","1","test","","","","","","","","","","","129","101.6",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292100","IL16LCSDH-01-T-863-8","","plot","292914","DH_Neo_21-plot106","1","1","106","6","1","test","","","","","","","","","","","139","121.92",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292132","IL16LCSDH-01-T-863-10","","plot","292875","DH_Neo_21-plot107","1","1","107","7","1","test","","","","","","","","","","","135","101.6",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292252","IL16LCSDH-01-T-863-12","","plot","292967","DH_Neo_21-plot108","1","1","108","8","1","test","","","","","","","","","","","133","121.92",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292335","IL16LCSDH-01-T-863-15","","plot","292915","DH_Neo_21-plot109","1","1","109","9","1","test","","","","","","","","","","","127","111.76",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292321","IL16LCSDH-01-T-863-16","","plot","292898","DH_Neo_21-plot110","1","1","110","10","1","test","","","","","","","","","","","136","96.52",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292501","IL16LCSDH-01-T-863-18","","plot","292868","DH_Neo_21-plot111","1","1","111","11","1","test","","","","","","","","","","","134","101.6",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292436","IL16LCSDH-01-T-863-20","","plot","292923","DH_Neo_21-plot112","1","1","112","12","1","test","","","","","","","","","","","128","106.68",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292453","IL16LCSDH-01-T-863-22","","plot","292895","DH_Neo_21-plot113","1","1","113","13","1","test","","","","","","","","","","","135","101.6",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292315","IL16LCSDH-01-T-863-26","","plot","292931","DH_Neo_21-plot114","1","1","114","14","1","test","","","","","","","","","","","133","116.84",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292117","IL16LCSDH-01-T-863-30","","plot","292913","DH_Neo_21-plot115","1","1","115","15","1","test","","","","","","","","","","","132","106.68",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292156","IL16LCSDH-01-T-863-32","","plot","292928","DH_Neo_21-plot116","1","1","116","16","1","test","","","","","","","","","","","134","86.36",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292201","IL16LCSDH-01-T-863-33","","plot","292962","DH_Neo_21-plot117","1","1","117","17","1","test","","","","","","","","","","","136","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","84801","07-4415","","plot","292864","DH_Neo_21-plot118","1","1","118","18","1","test","","","","","","","","","","","126","96.52",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292288","IL16LCSDH-01-T-863-34","","plot","292955","DH_Neo_21-plot119","1","1","119","19","1","test","","","","","","","","","","","137","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292204","IL16LCSDH-01-T-863-35","","plot","292917","DH_Neo_21-plot120","1","1","120","20","1","test","","","","","","","","","","","137","96.52",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292304","IL16LCSDH-01-T-863-36","","plot","292981","DH_Neo_21-plot201","2","2","201","20","2","test","","","","","","","","","","","137","81.28",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292475","IL16LCSDH-01-T-863-37","","plot","292877","DH_Neo_21-plot202","2","2","202","19","2","test","","","","","","","","","","","132","96.52",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","84789","Kaskaskia","","plot","292897","DH_Neo_21-plot203","2","2","203","18","2","test","","","","","","","","","","","136","101.6",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292212","IL16LCSDH-01-T-863-38","","plot","292921","DH_Neo_21-plot204","2","2","204","17","2","test","","","","","","","","","","","137","86.36",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292373","IL16LCSDH-01-T-863-39","","plot","292894","DH_Neo_21-plot205","2","2","205","16","2","test","","","","","","","","","","","135","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292456","IL16LCSDH-01-T-863-41","","plot","292896","DH_Neo_21-plot206","2","2","206","15","2","test","","","","","","","","","","","134","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292416","IL16LCSDH-01-T-863-42","","plot","292930","DH_Neo_21-plot207","2","2","207","14","2","test","","","","","","","","","","","131","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292129","IL16LCSDH-01-T-863-47","","plot","292870","DH_Neo_21-plot208","2","2","208","13","2","test","","","","","","","","","","","138","86.36",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292353","IL16LCSDH-01-T-863-48","","plot","292910","DH_Neo_21-plot209","2","2","209","12","2","test","","","","","","","","","","","140","81.28",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292449","IL16LCSDH-01-T-863-50","","plot","292937","DH_Neo_21-plot210","2","2","210","11","2","test","","","","","","","","","","","137","96.52",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292497","IL16LCSDH-01-T-863-56","","plot","292861","DH_Neo_21-plot211","2","2","211","10","2","test","","","","","","","","","","","129","106.68",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292121","IL16LCSDH-01-T-863-67","","plot","292952","DH_Neo_21-plot212","2","2","212","9","2","test","","","","","","","","","","","139","106.68",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292182","IL16LCSDH-01-T-863-71","","plot","292968","DH_Neo_21-plot213","2","2","213","8","2","test","","","","","","","","","","","139","116.84",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292495","IL16LCSDH-01-T-863-72","","plot","292919","DH_Neo_21-plot214","2","2","214","7","2","test","","","","","","","","","","","125","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","84801","07-4415","","plot","292866","DH_Neo_21-plot215","2","2","215","6","2","test","","","","","","","","","","","126","101.6",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292126","IL16LCSDH-01-T-863-77","","plot","292932","DH_Neo_21-plot216","2","2","216","5","2","test","","","","","","","","","","","126","116.84",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292160","IL16LCSDH-01-T-863-43","","plot","292984","DH_Neo_21-plot217","2","2","217","4","2","test","","","","","","","","","","","132","116.84",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292278","IL16LCSDH-01-T-863-45","","plot","292944","DH_Neo_21-plot218","2","2","218","3","2","test","","","","","","","","","","","137","127",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292275","IL16LCSDH-01-T-863-115","","plot","292950","DH_Neo_21-plot219","2","2","219","2","2","test","","","","","","","","","","","135","101.6",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292361","IL16LCSDH-02-T-864-2","","plot","292958","DH_Neo_21-plot220","2","2","220","1","2","test","","","","","","","","","","","125","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292218","IL16LCSDH-02-T-864-3","","plot","292964","DH_Neo_21-plot301","3","3","301","1","3","test","","","","","","","","","","","126","96.52",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292214","IL16LCSDH-02-T-864-4","","plot","292959","DH_Neo_21-plot302","3","3","302","2","3","test","","","","","","","","","","","125","106.68",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292274","IL16LCSDH-02-T-864-5","","plot","292884","DH_Neo_21-plot303","3","3","303","3","3","test","","","","","","","","","","","125","106.68",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292477","IL16LCSDH-02-T-864-6","","plot","292909","DH_Neo_21-plot304","3","3","304","4","3","test","","","","","","","","","","","125","101.6",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","84789","Kaskaskia","","plot","292903","DH_Neo_21-plot305","3","3","305","5","3","test","","","","","","","","","","","135","116.84",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292164","IL16LCSDH-02-T-864-8","","plot","292927","DH_Neo_21-plot306","3","3","306","6","3","test","","","","","","","","","","","124","101.6",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292105","IL16LCSDH-02-T-864-9","","plot","292872","DH_Neo_21-plot307","3","3","307","7","3","test","","","","","","","","","","","124","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292444","IL16LCSDH-02-T-864-10","","plot","292881","DH_Neo_21-plot308","3","3","308","8","3","test","","","","","","","","","","","126","96.52",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292406","IL16LCSDH-02-T-864-11","","plot","292960","DH_Neo_21-plot309","3","3","309","9","3","test","","","","","","","","","","","129","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292391","IL16LCSDH-02-T-864-12","","plot","292987","DH_Neo_21-plot310","3","3","310","10","3","test","","","","","","","","","","","125","86.36",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292494","IL16LCSDH-02-T-864-13","","plot","292966","DH_Neo_21-plot311","3","3","311","11","3","test","","","","","","","","","","","128","86.36",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292203","IL16LCSDH-02-T-864-14","","plot","292925","DH_Neo_21-plot312","3","3","312","12","3","test","","","","","","","","","","","126","86.36",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292142","IL16LCSDH-02-T-864-17","","plot","292976","DH_Neo_21-plot313","3","3","313","13","3","test","","","","","","","","","","","126","81.28",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292149","IL16LCSDH-02-T-864-18","","plot","292956","DH_Neo_21-plot314","3","3","314","14","3","test","","","","","","","","","","","126","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292294","IL16LCSDH-02-T-864-19","","plot","292916","DH_Neo_21-plot315","3","3","315","15","3","test","","","","","","","","","","","129","86.36",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292293","IL16LCSDH-02-T-864-22","","plot","292874","DH_Neo_21-plot316","3","3","316","16","3","test","","","","","","","","","","","126","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292155","IL16LCSDH-02-T-864-35","","plot","292871","DH_Neo_21-plot317","3","3","317","17","3","test","","","","","","","","","","","125","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292216","IL16LCSDH-02-T-864-15","","plot","292912","DH_Neo_21-plot318","3","3","318","18","3","test","","","","","","","","","","","128","96.52",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292162","IL16LCSDH-02-T-864-16","","plot","292973","DH_Neo_21-plot319","3","3","319","19","3","test","","","","","","","","","","","125","81.28",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","84801","07-4415","","plot","292953","DH_Neo_21-plot320","3","3","320","20","3","test","","","","","","","","","","","129","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292408","IL16LCSDH-03-T-865-1","","plot","292888","DH_Neo_21-plot401","4","4","401","20","4","test","","","","","","","","","","","132","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292389","IL16LCSDH-03-T-865-3","","plot","292941","DH_Neo_21-plot402","4","4","402","19","4","test","","","","","","","","","","","126","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292337","IL16LCSDH-03-T-865-4","","plot","292880","DH_Neo_21-plot403","4","4","403","18","4","test","","","","","","","","","","","125","86.36",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292507","IL16LCSDH-03-T-865-5","","plot","292936","DH_Neo_21-plot404","4","4","404","17","4","test","","","","","","","","","","","131","81.28",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292096","IL16LCSDH-03-T-865-6","","plot","292905","DH_Neo_21-plot405","4","4","405","16","4","test","","","","","","","","","","","134","81.28",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292347","IL16LCSDH-03-T-865-8","","plot","292946","DH_Neo_21-plot406","4","4","406","15","4","test","","","","","","","","","","","126","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","84789","Kaskaskia","","plot","292978","DH_Neo_21-plot407","4","4","407","14","4","test","","","","","","","","","","","136","101.6",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292386","IL16LCSDH-03-T-865-9","","plot","292963","DH_Neo_21-plot408","4","4","408","13","4","test","","","","","","","","","","","125","81.28",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292176","IL16LCSDH-03-T-865-11","","plot","292890","DH_Neo_21-plot409","4","4","409","12","4","test","","","","","","","","","","","129","81.28",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292237","IL16LCSDH-03-T-865-33","","plot","292979","DH_Neo_21-plot410","4","4","410","11","4","test","","","","","","","","","","","125","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292247","IL16LCSDH-03-T-865-37","","plot","292934","DH_Neo_21-plot411","4","4","411","10","4","test","","","","","","","","","","","126","81.28",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292232","IL16LCSDH-03-T-865-38","","plot","292889","DH_Neo_21-plot412","4","4","412","9","4","test","","","","","","","","","","","129","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292405","IL16LCSDH-03-T-865-14","","plot","292900","DH_Neo_21-plot413","4","4","413","8","4","test","","","","","","","","","","","125","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292270","IL16LCSDH-03-T-865-15","","plot","292885","DH_Neo_21-plot414","4","4","414","7","4","test","","","","","","","","","","","126","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292317","IL16LCSDH-03-T-865-23","","plot","292938","DH_Neo_21-plot415","4","4","415","6","4","test","","","","","","","","","","","125","91.44",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292128","IL16LCSDH-03-T-865-28","","plot","292869","DH_Neo_21-plot416","4","4","416","5","4","test","","","","","","","","","","","125","96.52",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292206","IL16LCSDH-03-T-865-32","","plot","292970","DH_Neo_21-plot417","4","4","417","4","4","test","","","","","","","","","","","132","101.6",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292448","IL16LCSDH-05-T-2660-3","","plot","292892","DH_Neo_21-plot418","4","4","418","3","4","test","","","","","","","","","","","126","96.52",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","84801","07-4415","","plot","292878","DH_Neo_21-plot419","4","4","419","2","4","test","","","","","","","","","","","128","101.6",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1308","DH_Neo_21","DH Augmented Yield Trial at Neoga, IL [2021]","Augmented","","","","","","2020-October-15","","22","Neoga, IL","292401","IL16LCSDH-05-T-2660-6","","plot","292957","DH_Neo_21-plot420","4","4","420","1","4","test","","","","","","","","","","","134","101.6",""
